Id,Label,debug,In-Degree,Out-Degree,Degree,Weighted Degree,Weighted In-Degree,Weighted Out-Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Authority,Hub,Modularity Class,PageRank,Eigenvector Centrality,Component ID,Strongly-Connected ID,Clustering Coefficient
634.0,TBZ,2162.0,10,10,20,20.0,10.0,10.0,8.0,3.420384138785626,3027.2501826786925,2.7194066E-4,2.7217617E-4,6,2.698266439086872E-4,0.0320804825669598,0,22,0.6545454
635.0,AZD,2164.0,4,4,8,8.0,4.0,4.0,9.0,4.341697645600991,3.0825763227947465,1.236094E-4,1.2371644E-4,6,1.485427429260691E-4,0.0064960763426553485,0,22,0.6
636.0,ZBR,2166.0,6,5,11,11.0,6.0,5.0,9.0,4.083023543990087,451.0477523709577,1.7305315E-4,1.7320302E-4,6,1.9554560428637678E-4,0.014836247202830633,0,22,0.6
637.0,ZAH,2167.0,7,7,14,14.0,7.0,7.0,8.0,3.4993804213135067,3077.500544065626,1.9777504E-4,1.9794631E-4,6,2.451277599807996E-4,0.012859300043024968,0,22,0.54761904
638.0,AMM,2170.0,57,56,113,113.0,57.0,56.0,8.0,2.9374225526641884,16297.629011766263,0.001433869,0.0014351107,6,0.001040299656126096,0.29803166849864643,0,22,0.39097744
639.0,AQJ,2172.0,2,2,4,4.0,2.0,2.0,8.0,3.581474597273854,0.0,7.416563E-5,7.4229865E-5,6,7.865672826235388E-5,0.015414181656962412,0,22,1.0
640.0,KWI,2176.0,56,56,112,112.0,56.0,56.0,8.0,3.0551425030978936,11072.08125667509,0.001409147,0.0014103674,6,0.0011056665088021284,0.2018093714009367,0,22,0.3377193
641.0,BEY,2177.0,44,45,89,89.0,44.0,45.0,8.0,3.1325898389095417,3670.659538341787,0.0011124846,0.001113448,6,7.885645096729569E-4,0.21499129221539204,0,22,0.43434343
642.0,AUH,2179.0,89,87,176,176.0,89.0,87.0,7.0,2.7109665427509295,90250.51257052178,0.0022249692,0.002226896,6,0.0017363086484151347,0.39418650230328045,0,22,0.27153558
643.0,AZI,2180.0,4,4,8,8.0,4.0,4.0,8.0,3.5111524163568775,12910.0,1.236094E-4,1.2371644E-4,6,3.0641427778463045E-4,0.010072052574031577,0,22,0.16666667
644.0,DXB,2188.0,181,187,368,368.0,181.0,187.0,7.0,2.513011152416357,628536.5933715727,0.004499382,0.0045032785,6,0.0036818482985205444,0.6524175213474028,0,22,0.13699615
645.0,FJR,2189.0,1,1,2,2.0,1.0,1.0,9.0,4.510842627013631,0.0,4.944376E-5,4.9486578E-5,6,1.1125729121791778E-4,2.9315410923040294E-4,0,22,0.0
646.0,SHJ,2191.0,78,78,156,156.0,78.0,78.0,8.0,3.352540272614622,17834.004140630223,0.0019530284,0.00195472,6,0.001616490136176464,0.1391879787769284,0,22,0.15696202
647.0,KHS,2192.0,1,1,2,2.0,1.0,1.0,9.0,4.101920693928129,0.0,4.944376E-5,4.9486578E-5,6,6.371108342101338E-5,0.0029394593650399195,0,22,0.0
648.0,MCT,2194.0,53,54,107,107.0,53.0,54.0,8.0,3.1022304832713754,22838.76563264513,0.0013349814,0.0013361375,6,0.0011160098829493404,0.1956212490099976,0,22,0.36195287
649.0,SLL,2195.0,6,6,12,12.0,6.0,6.0,8.0,3.4464064436183395,2.225584069817296,1.7305315E-4,1.7320302E-4,6,1.486775993172096E-4,0.02754585955803857,0,22,0.93333334
650.0,AAE,220.0,7,7,14,14.0,7.0,7.0,8.0,3.37360594795539,15.787701695456207,1.9777504E-4,1.9794631E-4,19,1.6163480690747383E-4,0.04588638259391535,0,22,0.9047619
651.0,LYP,2202.0,1,1,2,2.0,1.0,1.0,9.0,4.106567534076828,0.0,4.944376E-5,4.9486578E-5,6,6.933922690041063E-5,0.0018528843271809873,0,22,0.0
652.0,GWD,2203.0,3,3,6,6.0,3.0,3.0,9.0,4.023853779429988,0.0,9.888752E-5,9.8973156E-5,6,1.0981157334088912E-4,0.0050649006035197435,0,22,1.0
653.0,GIL,2204.0,1,1,2,2.0,1.0,1.0,9.0,4.052044609665428,0.0,4.944376E-5,4.9486578E-5,6,6.524558740024088E-5,0.0023871345319496622,0,22,0.0
654.0,KHI,2206.0,37,36,73,73.0,37.0,36.0,8.0,3.106877323420074,40717.020396202366,9.394314E-4,9.4024494E-4,6,9.82375036358876E-4,0.11606124193268053,0,22,0.3506006
655.0,LHE,2207.0,31,31,62,62.0,31.0,31.0,8.0,3.086741016109046,14052.725918785589,7.9110014E-4,7.9178525E-4,6,6.564324930632481E-4,0.15211131184746543,0,22,0.4643494
656.0,CZL,221.0,12,12,24,24.0,12.0,12.0,8.0,3.3636926889714993,2362.6361883284667,3.2138443E-4,3.2166275E-4,19,2.874456618326619E-4,0.05384660590245758,0,22,0.530303
657.0,MJD,2212.0,2,2,4,4.0,2.0,2.0,9.0,4.106257744733581,0.0,7.416563E-5,7.4229865E-5,6,9.424296095187682E-5,0.0021009650832083913,0,22,1.0
658.0,MUX,2214.0,8,8,16,16.0,8.0,8.0,8.0,3.470260223048327,265.09996862493745,2.224969E-4,2.2268959E-4,6,2.131287594260557E-4,0.0249125174684895,0,22,0.85714287
659.0,PJG,2217.0,1,1,2,2.0,1.0,1.0,9.0,4.106567534076828,0.0,4.944376E-5,4.9486578E-5,6,6.933922690041063E-5,0.0018528843271809873,0,22,0.0
660.0,PEW,2219.0,17,17,34,34.0,17.0,17.0,8.0,3.395600991325898,11523.984390299902,4.449938E-4,4.4537918E-4,6,4.232654514283916E-4,0.053991529174479316,0,22,0.55514705
661.0,TEE,222.0,1,1,2,2.0,1.0,1.0,9.0,4.021995043370508,0.0,4.944376E-5,4.9486578E-5,19,6.587707465793823E-5,0.0038838052654066465,0,22,0.0
662.0,UET,2221.0,8,8,16,16.0,8.0,8.0,9.0,3.913568773234201,6180.993637093354,2.224969E-4,2.2268959E-4,6,2.4519158240459424E-4,0.01092499887178665,0,22,0.5
663.0,RYK,2222.0,3,3,6,6.0,3.0,3.0,8.0,3.6858736059479553,0.0,9.888752E-5,9.8973156E-5,6,1.0430206605581565E-4,0.00980850029627225,0,22,1.0
664.0,ISB,2223.0,37,37,74,74.0,37.0,37.0,8.0,3.052354399008674,32669.75806465033,9.394314E-4,9.4024494E-4,6,8.314696121561458E-4,0.15955130186637187,0,22,0.3371266
665.0,SKZ,2227.0,4,5,9,9.0,4.0,5.0,9.0,3.9851301115241635,55.752865846413066,1.236094E-4,1.2371644E-4,6,1.4649268678707048E-4,0.006683449045597098,0,22,0.7
666.0,PZH,2233.0,2,2,4,4.0,2.0,2.0,10.0,4.912019826517968,5.104053048369898,7.416563E-5,7.4229865E-5,6,1.2302245568019229E-4,4.968556307022044E-4,0,22,0.0
667.0,BSR,2234.0,7,7,14,14.0,7.0,7.0,8.0,3.404894671623296,3.237773267062529,1.9777504E-4,1.9794631E-4,6,1.6138873654980064E-4,0.043459542712057986,0,22,0.8333333
668.0,HRM,224.0,2,2,4,4.0,2.0,2.0,9.0,4.021375464684015,0.0,7.416563E-5,7.4229865E-5,19,9.561160227970909E-5,0.0042569961579658295,0,22,1.0
669.0,DOH,2241.0,118,116,234,234.0,118.0,116.0,8.0,2.637546468401487,182636.16176678654,0.0029419037,0.0029444513,6,0.0022547438736152618,0.5152925645005938,0,22,0.24221353
670.0,ROP,2243.0,2,2,4,4.0,2.0,2.0,9.0,4.35811648079306,0.0,7.416563E-5,7.4229865E-5,9,8.906285666400596E-5,0.0015690420645857418,0,22,1.0
671.0,SPN,2244.0,9,10,19,19.0,9.0,10.0,8.0,3.4426889714993805,3213.2474865970894,2.472188E-4,2.4743288E-4,9,2.2641355505451048E-4,0.040605807095611894,0,22,0.6888889
672.0,GUM,2246.0,19,19,38,38.0,19.0,19.0,8.0,3.4268897149938042,21525.12090958802,4.944376E-4,4.9486576E-4,9,5.291704212624833E-4,0.04431059656338304,0,22,0.42982456
673.0,MAJ,2249.0,4,4,8,8.0,4.0,4.0,9.0,3.926270136307311,13129.268043881413,1.236094E-4,1.2371644E-4,10,2.465119036470322E-4,0.0032736228751103153,0,22,0.16666667
674.0,TID,225.0,2,1,3,3.0,2.0,1.0,9.0,4.021995043370508,0.0,7.416563E-5,7.4229865E-5,19,9.38748115073237E-5,0.004078813081302001,0,22,1.0
675.0,KWA,2251.0,3,3,6,6.0,3.0,3.0,10.0,4.924101610904585,6062.867113039316,9.888752E-5,9.8973156E-5,10,2.540280054987469E-4,5.260123319328103E-4,0,22,0.33333334
676.0,CXI,2252.0,2,2,4,4.0,2.0,2.0,9.0,3.8925030978934325,0.0,7.416563E-5,7.4229865E-5,10,1.0618413981272613E-4,0.00350987455340485,0,22,1.0
677.0,TKK,2254.0,2,2,4,4.0,2.0,2.0,9.0,4.424721189591078,6850.788782774527,7.416563E-5,7.4229865E-5,10,1.4371182498021043E-4,9.998980759574451E-4,0,22,0.0
678.0,PNI,2255.0,3,3,6,6.0,3.0,3.0,10.0,5.421313506815365,995.5939357719194,9.888752E-5,9.8973156E-5,10,2.60802332986509E-4,4.8586772535413403E-4,0,22,0.33333334
679.0,ROR,2256.0,6,6,12,12.0,6.0,6.0,8.0,3.5247831474597273,2180.3071456770285,1.7305315E-4,1.7320302E-4,9,1.9090533643510127E-4,0.02200782649496409,0,22,0.73333335
680.0,KSA,2257.0,2,2,4,4.0,2.0,2.0,11.0,5.903965303593556,0.0,7.416563E-5,7.4229865E-5,10,1.920131348139707E-4,3.2798155178242425E-4,0,22,1.0
681.0,YAP,2258.0,2,2,4,4.0,2.0,2.0,9.0,4.426270136307311,0.0,7.416563E-5,7.4229865E-5,9,9.686263274801037E-5,0.0013023156648097494,0,22,1.0
682.0,KNH,2259.0,4,4,8,8.0,4.0,4.0,9.0,4.34727385377943,0.9652680652680653,1.236094E-4,1.2371644E-4,9,1.2478260304767816E-4,0.0039711759697371694,0,22,0.5
683.0,TTT,2262.0,1,1,2,2.0,1.0,1.0,9.0,4.646840148698884,0.0,4.944376E-5,4.9486578E-5,9,6.537585784915832E-5,7.940189249482558E-4,0,22,0.0
684.0,KHH,2264.0,37,37,74,74.0,37.0,37.0,8.0,3.3602850061957867,12540.978912937013,9.394314E-4,9.4024494E-4,9,6.954401575452916E-4,0.11467173095815494,0,22,0.5570571
685.0,RMQ,2268.0,23,23,46,46.0,23.0,23.0,8.0,3.558550185873606,3373.1363234778514,5.9332506E-4,5.938389E-4,9,4.576769938094574E-4,0.05696990588948768,0,22,0.4466403
686.0,TNN,2270.0,1,1,2,2.0,1.0,1.0,8.0,3.663258983890954,0.0,4.944376E-5,4.9486578E-5,9,6.36573978832884E-5,0.006746885564166197,0,22,0.0
687.0,MZG,2272.0,4,4,8,8.0,4.0,4.0,9.0,4.34727385377943,0.9652680652680653,1.236094E-4,1.2371644E-4,9,1.2478260304767816E-4,0.0039711759697371694,0,22,0.5
688.0,TSA,2275.0,19,19,38,38.0,19.0,19.0,8.0,3.6471499380421313,8465.82794054627,4.944376E-4,4.9486576E-4,9,4.2988243489157276E-4,0.03925476510632506,0,22,0.3859649
689.0,TPE,2276.0,102,103,205,205.0,102.0,103.0,7.0,2.8008054522924413,93630.92736975638,0.0025463535,0.0025485586,9,0.001975078286686069,0.29487936357674677,0,22,0.25985152
690.0,HUN,2278.0,4,4,8,8.0,4.0,4.0,9.0,4.336121437422553,1.3289044289044292,1.236094E-4,1.2371644E-4,9,1.1291032352691182E-4,0.005689539877549787,0,22,0.33333334
691.0,NRT,2279.0,103,103,206,206.0,103.0,103.0,7.0,2.6273234200743496,378434.89024318196,0.0025710755,0.002573302,9,0.0021840728872148723,0.44207332897560736,0,22,0.23627707
692.0,MMJ,2280.0,2,2,4,4.0,2.0,2.0,9.0,4.128872366790582,0.0,7.416563E-5,7.4229865E-5,9,8.693698233974031E-5,0.002968280050844983,0,22,1.0
693.0,IBR,2281.0,5,5,10,10.0,5.0,5.0,8.0,3.696096654275093,46.432784831077946,1.4833127E-4,1.4845973E-4,9,1.4777539494897874E-4,0.012021397534546674,0,22,0.7
694.0,SHM,2284.0,1,1,2,2.0,1.0,1.0,9.0,3.922552664188352,0.0,4.944376E-5,4.9486578E-5,9,7.343193881504664E-5,0.0027564312613701375,0,22,0.0
695.0,OBO,2286.0,1,1,2,2.0,1.0,1.0,9.0,3.922552664188352,0.0,4.944376E-5,4.9486578E-5,9,7.343193881504664E-5,0.0027564312613701375,0,22,0.0
696.0,CTS,2287.0,36,37,73,73.0,36.0,37.0,8.0,3.3553283767038415,14744.66447190101,9.147095E-4,9.155017E-4,9,9.2066565231776E-4,0.06947678019494126,0,22,0.26426426
697.0,HKD,2288.0,6,6,12,12.0,6.0,6.0,8.0,3.7283147459727384,4.842800315646009,1.7305315E-4,1.7320302E-4,9,1.7285130321296566E-4,0.014579964058216138,0,22,0.7
698.0,MMB,2290.0,3,3,6,6.0,3.0,3.0,9.0,3.879182156133829,0.0,9.888752E-5,9.8973156E-5,9,1.1401636714036534E-4,0.006018792132267895,0,22,1.0
699.0,SHB,2291.0,2,2,4,4.0,2.0,2.0,9.0,3.9138785625774473,0.0,7.416563E-5,7.4229865E-5,9,9.458235865318285E-5,0.004021396562897977,0,22,1.0
700.0,WKJ,2294.0,2,2,4,4.0,2.0,2.0,9.0,3.9138785625774473,0.0,7.416563E-5,7.4229865E-5,9,9.458235865318285E-5,0.004021396562897977,0,22,1.0
701.0,IKI,2295.0,1,1,2,2.0,1.0,1.0,9.0,4.5777571251548945,0.0,4.944376E-5,4.9486578E-5,9,7.368814148261393E-5,5.287950327719426E-4,0,22,0.0
702.0,UBJ,2296.0,2,2,4,4.0,2.0,2.0,8.0,3.628562577447336,0.0,7.416563E-5,7.4229865E-5,9,9.085577201255062E-5,0.0096645203277215,0,22,1.0
703.0,TSJ,2297.0,2,2,4,4.0,2.0,2.0,9.0,4.144981412639405,0.6797385620915032,7.416563E-5,7.4229865E-5,9,9.333041570143705E-5,0.0022321097820890835,0,22,0.0
704.0,MBE,2298.0,1,1,2,2.0,1.0,1.0,9.0,3.922552664188352,0.0,4.944376E-5,4.9486578E-5,9,7.343193881504664E-5,0.0027564312613701375,0,22,0.0
705.0,AKJ,2299.0,3,3,6,6.0,3.0,3.0,8.0,3.753717472118959,0.49302325581395356,9.888752E-5,9.8973156E-5,9,1.0916512988825968E-4,0.009400925745579306,0,22,0.8333333
706.0,TLM,230.0,4,4,8,8.0,4.0,4.0,9.0,3.880731102850062,0.0,1.236094E-4,1.2371644E-4,19,1.1089348411813087E-4,0.01958576923590195,0,22,1.0
707.0,FUJ,2304.0,2,2,4,4.0,2.0,2.0,9.0,4.144981412639405,0.6797385620915032,7.416563E-5,7.4229865E-5,9,9.333041570143705E-5,0.0022321097820890835,0,22,0.0
708.0,FUK,2305.0,37,37,74,74.0,37.0,37.0,8.0,3.146840148698885,23731.83422716202,9.394314E-4,9.4024494E-4,9,8.55016951079719E-4,0.1016879507752546,0,22,0.3701201
709.0,KOJ,2307.0,12,12,24,24.0,12.0,12.0,8.0,3.4888475836431225,347.3298496884695,3.2138443E-4,3.2166275E-4,9,2.8791653219594203E-4,0.04219362711099523,0,22,0.6287879
710.0,KMI,2308.0,7,7,14,14.0,7.0,7.0,8.0,3.6164807930607186,10.687827724380082,1.9777504E-4,1.9794631E-4,9,1.9155159675841865E-4,0.01973049505377609,0,22,0.8333333
711.0,ORN,231.0,23,23,46,46.0,23.0,23.0,8.0,3.309169764560099,14317.269780403096,5.9332506E-4,5.938389E-4,19,5.255276875055532E-4,0.10400083848606344,0,22,0.39492753
712.0,OIT,2310.0,5,5,10,10.0,5.0,5.0,8.0,3.546158612143742,7.373965485879178,1.4833127E-4,1.4845973E-4,9,1.5337977185002008E-4,0.01867893696639589,0,22,0.7
713.0,KKJ,2311.0,1,1,2,2.0,1.0,1.0,9.0,3.922552664188352,0.0,4.944376E-5,4.9486578E-5,9,7.343193881504664E-5,0.0027564312613701375,0,22,0.0
714.0,KMJ,2312.0,6,6,12,12.0,6.0,6.0,8.0,3.625154894671623,1284.3794150847405,1.7305315E-4,1.7320302E-4,9,1.878701290105455E-4,0.013579164482592731,0,22,0.53333336
715.0,NGS,2313.0,11,11,22,22.0,11.0,11.0,8.0,3.5780669144981414,8112.158014617307,2.9666253E-4,2.9691946E-4,9,3.564499616947979E-4,0.024337400429831915,0,22,0.3090909
716.0,ASJ,2316.0,2,2,4,4.0,2.0,2.0,9.0,3.9206939281288724,0.0,7.416563E-5,7.4229865E-5,9,9.849802685515293E-5,0.0032863596954607554,0,22,1.0
717.0,KMQ,2322.0,9,9,18,18.0,9.0,9.0,8.0,3.5173482032218093,9.066460835899733,2.472188E-4,2.4743288E-4,9,2.2405671257003042E-4,0.032473205018687765,0,22,0.9027778
718.0,TOY,2324.0,6,6,12,12.0,6.0,6.0,8.0,3.581164807930607,11.614472913977886,1.7305315E-4,1.7320302E-4,9,1.6019653332703226E-4,0.024428834779957595,0,22,0.76666665
719.0,HIJ,2326.0,9,9,18,18.0,9.0,9.0,8.0,3.5148698884758365,16.477178438821234,2.472188E-4,2.4743288E-4,9,2.1976342251001047E-4,0.03286162653632349,0,22,0.7916667
720.0,OKJ,2327.0,8,8,16,16.0,8.0,8.0,8.0,3.573420074349442,36.648444196084924,2.224969E-4,2.2268959E-4,9,2.049763634681203E-4,0.026208490044975056,0,22,0.6964286
721.0,IZO,2328.0,1,1,2,2.0,1.0,1.0,9.0,3.922552664188352,0.0,4.944376E-5,4.9486578E-5,9,7.343193881504664E-5,0.0027564312613701375,0,22,0.0
722.0,MUW,233.0,1,2,3,3.0,1.0,2.0,9.0,4.021685254027261,0.0,4.944376E-5,4.9486578E-5,19,6.587707465793823E-5,0.0038838052654066465,0,22,1.0
723.0,YGJ,2330.0,6,6,12,12.0,6.0,6.0,8.0,3.544919454770756,132.38654031298313,1.7305315E-4,1.7320302E-4,9,1.751465959651373E-4,0.018900023268316506,0,22,0.8
724.0,KCZ,2332.0,3,3,6,6.0,3.0,3.0,9.0,3.920074349442379,240.59299851036167,9.888752E-5,9.8973156E-5,9,1.3075801591213342E-4,0.0034854427884337693,0,22,0.33333334
725.0,MYJ,2333.0,8,8,16,16.0,8.0,8.0,8.0,3.519826517967782,22.348667964754952,2.224969E-4,2.2268959E-4,9,2.0764588344172083E-4,0.030011832570768043,0,22,0.75
726.0,ITM,2334.0,22,22,44,44.0,22.0,22.0,8.0,3.596654275092937,2398.222893810789,5.686032E-4,5.6909566E-4,9,6.487695049325493E-4,0.020100222976523342,0,22,0.19480519
727.0,TTJ,2335.0,1,1,2,2.0,1.0,1.0,9.0,3.922552664188352,0.0,4.944376E-5,4.9486578E-5,9,7.343193881504664E-5,0.0027564312613701375,0,22,0.0
728.0,TKS,2336.0,1,1,2,2.0,1.0,1.0,9.0,3.922552664188352,0.0,4.944376E-5,4.9486578E-5,9,7.343193881504664E-5,0.0027564312613701375,0,22,0.0
729.0,TAK,2337.0,6,6,12,12.0,6.0,6.0,8.0,3.519826517967782,6.49293576941692,1.7305315E-4,1.7320302E-4,9,1.6197530405399907E-4,0.0287474629051284,0,22,0.8333333
730.0,AZR,234.0,5,6,11,11.0,5.0,6.0,9.0,4.018897149938042,6459.649999999999,1.4833127E-4,1.4845973E-4,19,2.134802033282596E-4,0.006752600316342042,0,22,0.4
731.0,AOJ,2340.0,5,5,10,10.0,5.0,5.0,8.0,3.6257744733581165,1197.1370606357636,1.4833127E-4,1.4845973E-4,9,1.6933226894777362E-4,0.011658497156312972,0,22,0.5
732.0,GAJ,2341.0,3,3,6,6.0,3.0,3.0,9.0,3.920074349442379,240.59299851036167,9.888752E-5,9.8973156E-5,9,1.3075801591213342E-4,0.0034854427884337693,0,22,0.33333334
733.0,HNA,2344.0,4,4,8,8.0,4.0,4.0,9.0,4.124845105328377,90.4734740760191,1.236094E-4,1.2371644E-4,9,1.442630594368271E-4,0.0036972915779086147,0,22,0.5
734.0,AXT,2345.0,5,5,10,10.0,5.0,5.0,8.0,3.626084262701363,6.399344494368262,1.4833127E-4,1.4845973E-4,9,1.5650628837797563E-4,0.013456809632709874,0,22,0.8
735.0,MSJ,2346.0,2,2,4,4.0,2.0,2.0,9.0,3.9206939281288724,0.0,7.416563E-5,7.4229865E-5,9,9.849802685515293E-5,0.0032863596954607554,0,22,1.0
736.0,SDJ,2347.0,15,14,29,29.0,15.0,14.0,8.0,3.518897149938042,360.5126160047847,3.9555007E-4,3.9589262E-4,9,3.5063770544041837E-4,0.040008153022129005,0,22,0.66190475
737.0,BSK,235.0,3,3,6,6.0,3.0,3.0,9.0,3.886926889714994,0.0,9.888752E-5,9.8973156E-5,19,9.694698150250818E-5,0.014477915936979786,0,22,1.0
738.0,HAC,2352.0,1,1,2,2.0,1.0,1.0,9.0,3.922552664188352,0.0,4.944376E-5,4.9486578E-5,9,7.343193881504664E-5,0.0027564312613701375,0,22,0.0
739.0,OIM,2356.0,1,1,2,2.0,1.0,1.0,9.0,3.922552664188352,0.0,4.944376E-5,4.9486578E-5,9,7.343193881504664E-5,0.0027564312613701375,0,22,0.0
740.0,HND,2359.0,73,72,145,145.0,73.0,72.0,8.0,2.9228624535315983,169926.40465553728,0.001829419,0.0018310033,9,0.00231142503898863,0.1691063782683825,0,22,0.121194825
741.0,ELG,236.0,2,2,4,4.0,2.0,2.0,10.0,5.017657992565056,2.833333333333333,7.416563E-5,7.4229865E-5,19,1.3714660999809603E-4,4.254340685989059E-4,0,22,0.0
742.0,KWJ,2361.0,2,2,4,4.0,2.0,2.0,9.0,4.419144981412639,0.0,7.416563E-5,7.4229865E-5,9,9.294122821047275E-5,0.0019169713857917102,0,22,1.0
743.0,RSU,2365.0,2,2,4,4.0,2.0,2.0,9.0,4.419144981412639,0.0,7.416563E-5,7.4229865E-5,9,9.294122821047275E-5,0.0019169713857917102,0,22,1.0
744.0,GHA,237.0,4,4,8,8.0,4.0,4.0,9.0,4.020136307311028,1342.7577528200147,1.236094E-4,1.2371644E-4,19,1.537700766092819E-4,0.006523891784047661,0,22,0.5833333
745.0,CJU,2370.0,33,33,66,66.0,33.0,33.0,8.0,3.4287484510532837,38433.52323441793,8.405439E-4,8.4127183E-4,9,8.102566012981999E-4,0.0779193962840029,0,22,0.33238637
746.0,PUS,2372.0,36,36,72,72.0,36.0,36.0,8.0,3.3621437422552662,1373.4354055901708,9.147095E-4,9.155017E-4,9,7.232525630427655E-4,0.10080595860426832,0,22,0.45396826
747.0,USN,2374.0,2,2,4,4.0,2.0,2.0,9.0,4.419144981412639,0.0,7.416563E-5,7.4229865E-5,9,9.294122821047275E-5,0.0019169713857917102,0,22,1.0
748.0,GMP,2378.0,13,13,26,26.0,13.0,13.0,8.0,3.568463444857497,7126.84885571774,3.461063E-4,3.4640604E-4,9,3.965262597632411E-4,0.023895220125343855,0,22,0.26923078
749.0,HME,238.0,6,6,12,12.0,6.0,6.0,8.0,3.7503097893432464,5117.926577789493,1.7305315E-4,1.7320302E-4,19,2.0989108756571962E-4,0.01583409241083364,0,22,0.33333334
750.0,KPO,2380.0,2,2,4,4.0,2.0,2.0,9.0,4.419144981412639,0.0,7.416563E-5,7.4229865E-5,9,9.294122821047275E-5,0.0019169713857917102,0,22,1.0
751.0,TAE,2381.0,4,4,8,8.0,4.0,4.0,8.0,3.523543990086741,0.0,1.236094E-4,1.2371644E-4,9,1.1689190444790199E-4,0.024012926067212975,0,22,1.0
752.0,OKA,2384.0,32,32,64,64.0,32.0,32.0,8.0,3.4259603469640645,8422.156868990993,8.15822E-4,8.165285E-4,9,7.625140296758717E-4,0.0651938452148469,0,22,0.34173387
753.0,ISG,2387.0,7,7,14,14.0,7.0,7.0,8.0,3.7286245353159853,73.86904534056856,1.9777504E-4,1.9794631E-4,9,1.999551681119113E-4,0.015894201885108226,0,22,0.7380952
754.0,UEO,2388.0,1,1,2,2.0,1.0,1.0,9.0,4.425650557620818,0.0,4.944376E-5,4.9486578E-5,9,6.639855969650657E-5,0.0011882370584376783,0,22,0.0
755.0,INZ,239.0,3,2,5,5.0,3.0,2.0,9.0,4.021065675340768,942.696123590006,9.888752E-5,9.8973156E-5,19,1.442307410268681E-4,0.0043102604731664225,0,22,0.5
756.0,MMY,2390.0,3,3,6,6.0,3.0,3.0,9.0,3.9166666666666665,0.0,9.888752E-5,9.8973156E-5,9,1.1796647371279496E-4,0.004339116882115785,0,22,1.0
757.0,MNL,2397.0,78,78,156,156.0,78.0,78.0,8.0,2.969640644361834,217701.44487620433,0.0019530284,0.00195472,6,0.0025853861843642477,0.18000735425326916,0,22,0.15750916
758.0,CBO,2399.0,1,1,2,2.0,1.0,1.0,9.0,3.9693308550185873,0.0,4.944376E-5,4.9486578E-5,6,7.431837225232681E-5,0.002960212097955356,0,22,0.0
759.0,YAY,24.0,3,3,6,6.0,3.0,3.0,9.0,4.318153655514251,3826.1047144628374,9.888752E-5,9.8973156E-5,4,1.8558073025041008E-4,0.0011979031274366007,0,22,0.6666667
760.0,TGR,240.0,1,1,2,2.0,1.0,1.0,9.0,4.021995043370508,0.0,4.944376E-5,4.9486578E-5,19,6.587707465793823E-5,0.0038838052654066465,0,22,0.0
761.0,CGY,2400.0,5,5,10,10.0,5.0,5.0,9.0,3.967472118959108,0.5,1.4833127E-4,1.4845973E-4,6,2.048549249464607E-4,0.004792749439964485,0,22,0.9
762.0,PAG,2401.0,2,2,4,4.0,2.0,2.0,9.0,3.9684014869888475,0.0,7.416563E-5,7.4229865E-5,6,1.0559961035234422E-4,0.0038062111178138246,0,22,1.0
763.0,ZAM,2404.0,4,4,8,8.0,4.0,4.0,9.0,3.967472118959108,6456.0,1.236094E-4,1.2371644E-4,6,2.1650419860577187E-4,0.004297679873934362,0,22,0.5
764.0,TAC,2422.0,2,2,4,4.0,2.0,2.0,9.0,3.9684014869888475,0.0,7.416563E-5,7.4229865E-5,6,1.0559961035234422E-4,0.0038062111178138246,0,22,1.0
765.0,BCD,2423.0,4,4,8,8.0,4.0,4.0,9.0,3.967781908302354,0.0,1.236094E-4,1.2371644E-4,6,1.7300080891343513E-4,0.004384235127775718,0,22,1.0
766.0,DGT,2425.0,2,2,4,4.0,2.0,2.0,9.0,3.9684014869888475,0.0,7.416563E-5,7.4229865E-5,6,1.0559961035234422E-4,0.0038062111178138246,0,22,1.0
767.0,ILO,2429.0,8,8,16,16.0,8.0,8.0,8.0,3.6022304832713754,508.27476804250784,2.224969E-4,2.2268959E-4,6,2.815696483772744E-4,0.01727815872348847,0,22,0.60714287
768.0,OGX,243.0,6,5,11,11.0,6.0,5.0,9.0,4.019206939281289,8304.82157272287,1.7305315E-4,1.7320302E-4,19,2.5230409892175313E-4,0.00622781967003496,0,22,0.23333333
769.0,KLO,2430.0,8,8,16,16.0,8.0,8.0,8.0,3.519826517967782,9.389372563384278,2.224969E-4,2.2268959E-4,9,2.183869618209582E-4,0.027945942365209628,0,22,0.75
770.0,PPS,2433.0,5,5,10,10.0,5.0,5.0,9.0,3.9578686493184634,10.75450937950938,1.4833127E-4,1.4845973E-4,6,1.9343277146309298E-4,0.005781962370133892,0,22,0.7
771.0,SJI,2435.0,1,1,2,2.0,1.0,1.0,9.0,3.9693308550185873,0.0,4.944376E-5,4.9486578E-5,6,7.431837225232681E-5,0.002960212097955356,0,22,0.0
772.0,PRA,2439.0,1,1,2,2.0,1.0,1.0,9.0,4.736679058240396,0.0,4.944376E-5,4.9486578E-5,8,9.496341490612022E-5,6.325478630313764E-4,0,22,0.0
773.0,IAM,244.0,2,2,4,4.0,2.0,2.0,9.0,4.747831474597274,1.4999999999999998,7.416563E-5,7.4229865E-5,19,1.187704642273445E-4,6.254707592817307E-4,0,22,0.0
